Date,Detail,Customer/Supplier name,Dr,Cr,Balance
2024-07-07,Payment,Engen,26200.0,0.0,-565169.3600000001
2024-07-07,Payment,Engen,22600.0,0.0,-587769.3600000001
2024-07-07,Payment,Engen,30000.0,0.0,-617769.3600000001
2024-07-07,Payment,Engen,31500.0,0.0,-649269.3600000001
2024-07-07,Payment,Engen,33000.0,0.0,-682269.3600000001
2024-07-07,Payment,Engen,36600.0,0.0,-718869.3600000001
2024-07-07,Receipt,Alpha Transport,0.0,12807.72,-706061.6400000001
2024-07-07,Receipt,Beta Logistics,0.0,10592.88,-695468.7600000001
2024-07-07,Receipt,Ivy Fuels,0.0,2120.9,-693347.8600000001
2024-07-07,Receipt,Delta Haulage,0.0,4919.46,-688428.4000000001
2024-07-07,Receipt,Kappa Transporters,0.0,3363.16,-685065.2400000001
2024-07-07,Receipt,Eagle Freight,0.0,9841.45,-675223.79
2024-07-07,Receipt,Cash Customer,0.0,25201.8,-650021.9900000001
2024-07-07,Receipt,Cash Customer,0.0,23020.6,-627001.3900000001
2024-07-08,Payment,Engen,18900.0,0.0,-645901.3900000001
2024-07-08,Receipt,MaxDrive Ltd,0.0,9613.06,-636288.3300000001
2024-07-08,Receipt,Nexus Fuels,0.0,3128.19,-633160.1400000001
2024-07-08,Receipt,Jupiter Energy,0.0,5444.64,-627715.5000000001
2024-07-08,Payment,Engen,16800.0,0.0,-644515.5000000001
2024-07-08,Receipt,Cash Customer,0.0,17376.84,-627138.6600000001
2024-07-08,Payment,Engen,18150.0,0.0,-645288.6600000001
2024-07-08,Payment,Engen,34800.0,0.0,-680088.6600000001
2024-07-08,Payment,Engen,27000.0,0.0,-707088.6600000001
2024-07-08,Payment,Engen,28250.0,0.0,-735338.6600000001
2024-07-08,Payment,Engen,37500.0,0.0,-772838.6600000001
2024-07-08,Payment,Engen,25200.0,0.0,-798038.6600000001
2024-07-08,Payment,Engen,35700.0,0.0,-833738.6600000001
2024-07-08,Receipt,MaxDrive Ltd,0.0,2603.84,-831134.8200000002
2024-07-08,Receipt,Cash Customer,0.0,18704.0,-812430.8200000002
2024-07-09,Receipt,Cash Customer,0.0,22408.11,-790022.7100000002
2024-07-09,Receipt,Nexus Fuels,0.0,7473.62,-782549.0900000002
2024-07-09,Receipt,Civic Petroleum,0.0,9748.44,-772800.6500000003
2024-07-09,Receipt,Ivy Fuels,0.0,2380.5,-770420.1500000003
2024-07-09,Receipt,Cash Customer,0.0,23886.44,-746533.7100000003
2024-07-09,Receipt,Nexus Fuels,0.0,5271.42,-741262.2900000003
2024-07-09,Receipt,Beta Logistics,0.0,10615.8,-730646.4900000002
2024-07-09,Payment,Engen,26600.0,0.0,-757246.4900000002
2024-07-09,Payment,Engen,25600.0,0.0,-782846.4900000002
2024-07-09,Payment,Engen,15900.0,0.0,-798746.4900000002
2024-07-09,Payment,Engen,26200.0,0.0,-824946.4900000002
2024-07-09,Payment,Engen,34500.0,0.0,-859446.4900000002
2024-07-09,Payment,Engen,36600.0,0.0,-896046.4900000002
2024-07-10,Receipt,Alpha Transport,0.0,6185.7,-889860.7900000003
2024-07-10,Receipt,Cash Customer,0.0,27033.51,-862827.2800000003
2024-07-10,Receipt,Cash Customer,0.0,26137.92,-836689.3600000002
2024-07-10,Payment,Engen,31800.0,0.0,-868489.3600000002
2024-07-10,Payment,Engen,18450.0,0.0,-886939.3600000002
2024-07-10,Payment,Engen,27250.0,0.0,-914189.3600000002
2024-07-10,Receipt,Helix Petroleum,0.0,2367.56,-911821.8000000002
2024-07-10,Payment,Engen,27500.0,0.0,-939321.8000000002
2024-07-10,Payment,Engen,24200.0,0.0,-963521.8000000002
2024-07-10,Receipt,Nexus Fuels,0.0,8124.75,-955397.0500000002
2024-07-11,Payment,Engen,37500.0,0.0,-992897.0500000002
2024-07-11,Receipt,Omega Cargo,0.0,1606.5,-991290.5500000002
2024-07-11,Receipt,Eagle Freight,0.0,7444.36,-983846.1900000002
2024-07-11,Receipt,Helix Petroleum,0.0,6592.43,-977253.7600000001
2024-07-11,Receipt,Cash Customer,0.0,22808.59,-954445.1700000002
2024-07-11,Receipt,Cash Customer,0.0,29831.94,-924613.2300000002
2024-07-11,Payment,Engen,26800.0,0.0,-951413.2300000002
2024-07-12,Receipt,Cash Customer,0.0,23478.4,-927934.8300000002
2024-07-12,Receipt,Cash Customer,0.0,16786.5,-911148.3300000002
2024-07-12,Receipt,Ivy Fuels,0.0,11530.08,-899618.2500000002
2024-07-12,Receipt,Beta Logistics,0.0,5736.96,-893881.2900000003
2024-07-12,Receipt,Nexus Fuels,0.0,9992.52,-883888.7700000003
2024-07-12,Receipt,Falcon Movers,0.0,7461.0,-876427.7700000003
2024-07-12,Receipt,Lumen Traders,0.0,10264.32,-866163.4500000003
2024-07-12,Receipt,Giga Haulers,0.0,3183.96,-862979.4900000003
2024-07-12,Payment,Engen,33000.0,0.0,-895979.4900000003
2024-07-12,Payment,Engen,29000.0,0.0,-924979.4900000003
2024-07-12,Payment,Engen,29250.0,0.0,-954229.4900000003
2024-07-12,Payment,Engen,23800.0,0.0,-978029.4900000003
2024-07-12,Payment,Engen,37500.0,0.0,-1015529.4900000003
2024-07-12,Payment,Engen,30500.0,0.0,-1046029.4900000003
2024-07-12,Payment,Engen,23200.0,0.0,-1069229.4900000002
2024-07-12,Payment,Engen,27000.0,0.0,-1096229.4900000002
2024-07-12,Payment,Engen,34500.0,0.0,-1130729.4900000002
2024-07-13,Receipt,Cash Customer,0.0,27753.14,-1102976.3500000003
2024-07-13,Payment,Engen,32700.0,0.0,-1135676.3500000003
2024-07-13,Payment,Engen,15900.0,0.0,-1151576.3500000003
2024-07-13,Payment,Engen,38700.0,0.0,-1190276.3500000003
2024-07-13,Receipt,MaxDrive Ltd,0.0,9574.74,-1180701.6100000003
2024-07-13,Receipt,Cash Customer,0.0,14071.2,-1166630.4100000004
2024-07-13,Receipt,MaxDrive Ltd,0.0,2541.94,-1164088.4700000004
2024-07-13,Receipt,Jupiter Energy,0.0,4904.64,-1159183.8300000005
2024-07-14,Payment,Engen,36900.0,0.0,-1196083.8300000005
2024-07-14,Payment,Engen,19800.0,0.0,-1215883.8300000005
2024-07-14,Payment,Engen,30000.0,0.0,-1245883.8300000005
2024-07-14,Payment,Engen,32250.0,0.0,-1278133.8300000005
2024-07-14,Payment,Engen,30000.0,0.0,-1308133.8300000005
2024-07-14,Receipt,Cash Customer,0.0,23598.12,-1284535.7100000004
2024-07-14,Receipt,Cash Customer,0.0,17742.08,-1266793.6300000004
2024-07-14,Receipt,Civic Petroleum,0.0,10947.08,-1255846.5500000005
2024-07-14,Receipt,Jupiter Energy,0.0,3067.66,-1252778.8900000006
2024-07-14,Receipt,Lumen Traders,0.0,3766.5,-1249012.3900000006
2024-07-15,Receipt,Jupiter Energy,0.0,7768.86,-1241243.5300000005
2024-07-15,Payment,Engen,31250.0,0.0,-1272493.5300000005
2024-07-15,Payment,Engen,19200.0,0.0,-1291693.5300000005
2024-07-15,Payment,Engen,23600.0,0.0,-1315293.5300000005
2024-07-15,Receipt,Cash Customer,0.0,16289.4,-1299004.1300000004
2024-07-15,Payment,Engen,34200.0,0.0,-1333204.1300000004
2024-07-15,Receipt,Jupiter Energy,0.0,11126.43,-1322077.7000000004
2024-07-15,Receipt,Alpha Transport,0.0,6526.52,-1315551.1800000004
2024-07-15,Receipt,Civic Petroleum,0.0,6326.54,-1309224.6400000004
2024-07-15,Receipt,Cash Customer,0.0,29651.02,-1279573.6200000003
2024-07-16,Payment,Engen,25200.0,0.0,-1304773.6200000003
2024-07-16,Payment,Engen,23000.0,0.0,-1327773.6200000003
2024-07-16,Payment,Engen,32500.0,0.0,-1360273.6200000003
2024-07-16,Payment,Engen,18150.0,0.0,-1378423.6200000003
2024-07-16,Payment,Engen,32500.0,0.0,-1410923.6200000003
2024-07-16,Payment,Engen,29750.0,0.0,-1440673.6200000003
2024-07-16,Payment,Engen,23400.0,0.0,-1464073.6200000003
2024-07-16,Payment,Engen,23600.0,0.0,-1487673.6200000003
2024-07-16,Receipt,Omega Cargo,0.0,12307.14,-1475366.4800000004
2024-07-16,Receipt,Nexus Fuels,0.0,1955.8,-1473410.6800000004
2024-07-16,Receipt,Helix Petroleum,0.0,8077.0,-1465333.6800000004
2024-07-16,Receipt,Cash Customer,0.0,20777.6,-1444556.0800000003
2024-07-16,Receipt,Cash Customer,0.0,18374.4,-1426181.6800000004
2024-07-16,Payment,Engen,19650.0,0.0,-1445831.6800000004
2024-07-17,Receipt,Kappa Transporters,0.0,3042.65,-1442789.0300000005
2024-07-17,Receipt,Falcon Movers,0.0,11213.96,-1431575.0700000005
2024-07-17,Receipt,Giga Haulers,0.0,5279.3,-1426295.7700000005
2024-07-17,Receipt,Lumen Traders,0.0,7497.15,-1418798.6200000006
2024-07-17,Receipt,Cash Customer,0.0,14163.07,-1404635.5500000005
2024-07-17,Receipt,Cash Customer,0.0,28921.2,-1375714.3500000006
2024-07-17,Receipt,Lumen Traders,0.0,8843.52,-1366870.8300000005
2024-07-17,Payment,Engen,24200.0,0.0,-1391070.8300000005
2024-07-17,Payment,Engen,19200.0,0.0,-1410270.8300000005
2024-07-17,Payment,Engen,34500.0,0.0,-1444770.8300000005
2024-07-18,Receipt,Cash Customer,0.0,25764.2,-1419006.6300000006
2024-07-18,Payment,Engen,17850.0,0.0,-1436856.6300000006
2024-07-18,Payment,Engen,40200.0,0.0,-1477056.6300000006
2024-07-18,Payment,Engen,22400.0,0.0,-1499456.6300000006
2024-07-18,Payment,Engen,23800.0,0.0,-1523256.6300000006
2024-07-18,Receipt,Cash Customer,0.0,16212.7,-1507043.9300000006
2024-07-18,Receipt,Lumen Traders,0.0,4879.2,-1502164.7300000007
2024-07-18,Receipt,Jupiter Energy,0.0,5044.5,-1497120.2300000007
2024-07-18,Receipt,Jupiter Energy,0.0,9542.46,-1487577.7700000007
2024-07-18,Receipt,Lumen Traders,0.0,4560.12,-1483017.6500000006
2024-07-18,Receipt,Civic Petroleum,0.0,4813.88,-1478203.7700000007
2024-07-18,Payment,Engen,17550.0,0.0,-1495753.7700000007
2024-07-19,Receipt,Cash Customer,0.0,22788.15,-1472965.6200000008
2024-07-19,Receipt,Helix Petroleum,0.0,9766.35,-1463199.2700000007
2024-07-19,Payment,Engen,34800.0,0.0,-1497999.2700000007
2024-07-19,Receipt,Giga Haulers,0.0,2450.73,-1495548.5400000007
2024-07-19,Receipt,Delta Haulage,0.0,6430.84,-1489117.7000000007
2024-07-19,Payment,Engen,23800.0,0.0,-1512917.7000000007
2024-07-19,Payment,Engen,33750.0,0.0,-1546667.7000000007
2024-07-19,Payment,Engen,29250.0,0.0,-1575917.7000000007
2024-07-19,Receipt,Falcon Movers,0.0,3844.2,-1572073.5000000007
2024-07-19,Receipt,Eagle Freight,0.0,9590.4,-1562483.1000000008
2024-07-19,Receipt,Eagle Freight,0.0,11451.96,-1551031.1400000008
2024-07-19,Receipt,Cash Customer,0.0,18085.62,-1532945.5200000007
2024-07-19,Payment,Engen,25400.0,0.0,-1558345.5200000007
2024-07-20,Payment,Engen,26200.0,0.0,-1584545.5200000007
2024-07-20,Payment,Engen,26200.0,0.0,-1610745.5200000007
2024-07-20,Payment,Engen,18450.0,0.0,-1629195.5200000007
2024-07-20,Payment,Engen,37800.0,0.0,-1666995.5200000007
2024-07-20,Payment,Engen,34200.0,0.0,-1701195.5200000007
2024-07-20,Payment,Engen,26400.0,0.0,-1727595.5200000007
2024-07-20,Receipt,Cash Customer,0.0,16024.95,-1711570.5700000008
2024-07-20,Receipt,Cash Customer,0.0,26579.5,-1684991.0700000008
2024-07-20,Receipt,Jupiter Energy,0.0,6674.8,-1678316.2700000007
2024-07-20,Receipt,Civic Petroleum,0.0,6175.47,-1672140.8000000007
2024-07-20,Receipt,MaxDrive Ltd,0.0,8836.5,-1663304.3000000007
2024-07-20,Payment,Engen,19200.0,0.0,-1682504.3000000007
2024-07-21,Receipt,Cash Customer,0.0,27629.43,-1654874.8700000008
2024-07-21,Payment,Engen,17100.0,0.0,-1671974.8700000008
2024-07-21,Payment,Engen,31500.0,0.0,-1703474.8700000008
2024-07-21,Payment,Engen,25000.0,0.0,-1728474.8700000008
2024-07-21,Receipt,Delta Haulage,0.0,2360.34,-1726114.5300000007
2024-07-21,Receipt,Civic Petroleum,0.0,4573.79,-1721540.7400000007
2024-07-21,Receipt,MaxDrive Ltd,0.0,6980.3,-1714560.4400000006
2024-07-21,Receipt,Nexus Fuels,0.0,4030.65,-1710529.7900000007
2024-07-21,Receipt,MaxDrive Ltd,0.0,2967.93,-1707561.8600000008
2024-07-21,Receipt,Cash Customer,0.0,18982.87,-1688578.9900000007
2024-07-22,Receipt,Eagle Freight,0.0,2089.78,-1686489.2100000007
2024-07-22,Payment,Engen,18150.0,0.0,-1704639.2100000007
2024-07-22,Payment,Engen,38400.0,0.0,-1743039.2100000007
2024-07-22,Payment,Engen,30750.0,0.0,-1773789.2100000007
2024-07-22,Payment,Engen,19650.0,0.0,-1793439.2100000007
2024-07-22,Receipt,Delta Haulage,0.0,10980.0,-1782459.2100000007
2024-07-22,Payment,Engen,17550.0,0.0,-1800009.2100000007
2024-07-22,Receipt,Helix Petroleum,0.0,10319.53,-1789689.6800000006
2024-07-22,Receipt,Civic Petroleum,0.0,7571.78,-1782117.9000000006
2024-07-22,Receipt,Cash Customer,0.0,23271.6,-1758846.3000000005
2024-07-22,Receipt,Beta Logistics,0.0,5113.31,-1753732.9900000005
2024-07-22,Receipt,Cash Customer,0.0,25312.98,-1728420.0100000005
2024-07-23,Receipt,Nexus Fuels,0.0,11501.28,-1716918.7300000004
2024-07-23,Payment,Engen,31000.0,0.0,-1747918.7300000004
2024-07-23,Receipt,Eagle Freight,0.0,1963.84,-1745954.8900000004
2024-07-23,Payment,Engen,23200.0,0.0,-1769154.8900000004
2024-07-23,Receipt,Cash Customer,0.0,27680.31,-1741474.5800000003
2024-07-23,Receipt,Cash Customer,0.0,24292.06,-1717182.5200000003
2024-07-23,Receipt,MaxDrive Ltd,0.0,7348.68,-1709833.8400000003
2024-07-23,Payment,Engen,16350.0,0.0,-1726183.8400000003
2024-07-23,Receipt,Delta Haulage,0.0,10955.88,-1715227.9600000004
2024-07-23,Receipt,Alpha Transport,0.0,2833.62,-1712394.3400000003
2024-07-24,Payment,Engen,32750.0,0.0,-1745144.3400000003
2024-07-24,Receipt,Omega Cargo,0.0,9609.72,-1735534.6200000003
2024-07-24,Payment,Engen,16950.0,0.0,-1752484.6200000003
2024-07-24,Payment,Engen,24800.0,0.0,-1777284.6200000003
2024-07-24,Payment,Engen,18900.0,0.0,-1796184.6200000003
2024-07-24,Payment,Engen,29750.0,0.0,-1825934.6200000003
2024-07-24,Receipt,Giga Haulers,0.0,2699.62,-1823235.0000000002
2024-07-24,Payment,Engen,23400.0,0.0,-1846635.0000000002
2024-07-24,Receipt,MaxDrive Ltd,0.0,6552.72,-1840082.2800000003
2024-07-24,Receipt,Cash Customer,0.0,23857.88,-1816224.4000000004
2024-07-24,Receipt,Cash Customer,0.0,14811.16,-1801413.2400000005
2024-07-24,Receipt,Ivy Fuels,0.0,9875.46,-1791537.7800000005
2024-07-24,Receipt,Lumen Traders,0.0,7845.19,-1783692.5900000005
2024-07-24,Payment,Engen,32000.0,0.0,-1815692.5900000005
2024-07-24,Receipt,Helix Petroleum,0.0,3050.2,-1812642.3900000006
2024-07-25,Receipt,Cash Customer,0.0,16492.5,-1796149.8900000006
2024-07-25,Receipt,Cash Customer,0.0,26560.8,-1769589.0900000005
2024-07-25,Receipt,Giga Haulers,0.0,9407.8,-1760181.2900000005
2024-07-25,Payment,Engen,24800.0,0.0,-1784981.2900000005
2024-07-25,Receipt,Lumen Traders,0.0,2915.1,-1782066.1900000004
2024-07-25,Payment,Engen,27750.0,0.0,-1809816.1900000004
2024-07-25,Receipt,MaxDrive Ltd,0.0,4711.35,-1805104.8400000003
2024-07-25,Receipt,Civic Petroleum,0.0,10520.64,-1794584.2000000004
2024-07-25,Receipt,Lumen Traders,0.0,8433.18,-1786151.0200000005
2024-07-25,Receipt,Kappa Transporters,0.0,10990.48,-1775160.5400000005
2024-07-25,Payment,Engen,35700.0,0.0,-1810860.5400000005
2024-07-25,Payment,Engen,35100.0,0.0,-1845960.5400000005
2024-07-25,Payment,Engen,27250.0,0.0,-1873210.5400000005
2024-07-25,Payment,Engen,35400.0,0.0,-1908610.5400000005
2024-07-25,Payment,Engen,17850.0,0.0,-1926460.5400000005
2024-07-26,Receipt,Cash Customer,0.0,24901.77,-1901558.7700000005
2024-07-26,Receipt,Cash Customer,0.0,23272.11,-1878286.6600000004
2024-07-26,Receipt,Omega Cargo,0.0,5604.75,-1872681.9100000004
2024-07-26,Receipt,Eagle Freight,0.0,5436.04,-1867245.8700000003
2024-07-26,Receipt,MaxDrive Ltd,0.0,4399.37,-1862846.5000000002
2024-07-26,Receipt,Beta Logistics,0.0,5235.0,-1857611.5000000002
2024-07-26,Payment,Engen,24400.0,0.0,-1882011.5000000002
2024-07-26,Payment,Engen,35400.0,0.0,-1917411.5000000002
2024-07-27,Payment,Engen,17250.0,0.0,-1934661.5000000002
2024-07-27,Receipt,Helix Petroleum,0.0,6744.72,-1927916.7800000003
2024-07-27,Receipt,Cash Customer,0.0,19044.1,-1908872.6800000002
2024-07-27,Receipt,Cash Customer,0.0,28600.29,-1880272.3900000001
2024-07-27,Receipt,Kappa Transporters,0.0,4341.84,-1875930.55
2024-07-27,Payment,Engen,37800.0,0.0,-1913730.55
2024-07-27,Receipt,Omega Cargo,0.0,7095.27,-1906635.28
2024-07-27,Payment,Engen,16500.0,0.0,-1923135.28
2024-07-27,Payment,Engen,34800.0,0.0,-1957935.28
2024-07-27,Payment,Engen,29000.0,0.0,-1986935.28
2024-07-28,Receipt,Nexus Fuels,0.0,3275.34,-1983659.94
2024-07-28,Receipt,Kappa Transporters,0.0,10366.4,-1973293.54
2024-07-28,Receipt,Giga Haulers,0.0,1931.3,-1971362.24
2024-07-28,Receipt,Cash Customer,0.0,15256.24,-1956106.0
2024-07-28,Payment,Engen,19050.0,0.0,-1975156.0
2024-07-28,Payment,Engen,27750.0,0.0,-2002906.0
2024-07-28,Receipt,Cash Customer,0.0,21533.82,-1981372.18
2024-07-28,Payment,Engen,19950.0,0.0,-2001322.18
2024-07-28,Payment,Engen,25000.0,0.0,-2026322.18
2024-07-28,Payment,Engen,34200.0,0.0,-2060522.18
2024-07-28,Payment,Engen,17850.0,0.0,-2078372.18
2024-07-29,Receipt,Ivy Fuels,0.0,3681.8,-2074690.38
2024-07-29,Receipt,Giga Haulers,0.0,9926.74,-2064763.64
2024-07-29,Payment,Engen,40500.0,0.0,-2105263.6399999997
2024-07-29,Receipt,Civic Petroleum,0.0,9196.4,-2096067.24
2024-07-29,Receipt,Ivy Fuels,0.0,3707.05,-2092360.19
2024-07-29,Receipt,Beta Logistics,0.0,9123.84,-2083236.3499999999
2024-07-29,Receipt,Cash Customer,0.0,17167.16,-2066069.19
2024-07-29,Receipt,Cash Customer,0.0,22276.8,-2043792.39
2024-07-29,Payment,Engen,27750.0,0.0,-2071542.39
2024-07-29,Payment,Engen,16800.0,0.0,-2088342.39
2024-07-29,Payment,Engen,27000.0,0.0,-2115342.3899999997
2024-07-29,Payment,Engen,28750.0,0.0,-2144092.3899999997
2024-07-30,Receipt,Alpha Transport,0.0,9451.2,-2134641.19
2024-07-30,Receipt,Alpha Transport,0.0,5121.1,-2129520.09
2024-07-30,Receipt,Eagle Freight,0.0,2645.76,-2126874.33
2024-07-30,Payment,Engen,39600.0,0.0,-2166474.33
2024-07-30,Payment,Engen,17100.0,0.0,-2183574.33
2024-07-30,Payment,Engen,16950.0,0.0,-2200524.33
2024-07-30,Receipt,Cash Customer,0.0,29209.28,-2171315.0500000003
2024-07-30,Payment,Engen,22600.0,0.0,-2193915.0500000003
2024-07-30,Receipt,Helix Petroleum,0.0,7912.4,-2186002.6500000004
2024-07-30,Receipt,Falcon Movers,0.0,10428.76,-2175573.8900000006
2024-07-30,Receipt,Cash Customer,0.0,26233.87,-2149340.0200000005
2024-07-30,Payment,Engen,17400.0,0.0,-2166740.0200000005
2024-07-30,Payment,Engen,39000.0,0.0,-2205740.0200000005
2024-07-31,Payment,Engen,18600.0,0.0,-2224340.0200000005
2024-07-31,Receipt,Cash Customer,0.0,30786.1,-2193553.9200000004
2024-07-31,Receipt,Lumen Traders,0.0,9049.56,-2184504.3600000003
2024-07-31,Receipt,Omega Cargo,0.0,7337.52,-2177166.8400000003
2024-07-31,Payment,Engen,17550.0,0.0,-2194716.8400000003
2024-07-31,Payment,Engen,23400.0,0.0,-2218116.8400000003
2024-07-31,Payment,Engen,22800.0,0.0,-2240916.8400000003
2024-07-31,Payment,Engen,28250.0,0.0,-2269166.8400000003
2024-07-31,Receipt,Cash Customer,0.0,16758.04,-2252408.8000000003
2024-07-31,Payment,Engen,18300.0,0.0,-2270708.8000000003
2024-07-31,Payment,Engen,35700.0,0.0,-2306408.8000000003
2024-07-31,Receipt,MaxDrive Ltd,0.0,6082.58,-2300326.22
2024-07-31,Receipt,Falcon Movers,0.0,10257.8,-2290068.4200000004
2024-07-31,Receipt,Alpha Transport,0.0,4419.2,-2285649.22
2024-08-01,Payment,Engen,23200.0,0.0,-2308849.22
2024-08-01,Payment,Engen,19050.0,0.0,-2327899.22
2024-08-01,Payment,Engen,36900.0,0.0,-2364799.22
2024-08-01,Payment,Engen,39900.0,0.0,-2404699.22
2024-08-01,Payment,Engen,31250.0,0.0,-2435949.22
2024-08-01,Payment,Engen,16950.0,0.0,-2452899.22
2024-08-01,Receipt,Cash Customer,0.0,27136.53,-2425762.6900000004
2024-08-01,Receipt,Delta Haulage,0.0,3834.6,-2421928.0900000003
2024-08-01,Receipt,Civic Petroleum,0.0,3759.84,-2418168.2500000005
2024-08-01,Receipt,Lumen Traders,0.0,7964.97,-2410203.2800000003
2024-08-01,Receipt,Lumen Traders,0.0,11473.41,-2398729.87
2024-08-01,Receipt,Beta Logistics,0.0,3166.8,-2395563.0700000003
2024-08-01,Receipt,Beta Logistics,0.0,3992.04,-2391571.0300000003
2024-08-01,Receipt,Cash Customer,0.0,25709.99,-2365861.04
2024-08-02,Payment,Engen,28750.0,0.0,-2394611.04
2024-08-02,Payment,Engen,18750.0,0.0,-2413361.04
2024-08-02,Payment,Engen,32000.0,0.0,-2445361.04
2024-08-02,Payment,Engen,16800.0,0.0,-2462161.04
2024-08-02,Payment,Engen,18600.0,0.0,-2480761.04
2024-08-02,Receipt,Jupiter Energy,0.0,8204.2,-2472556.84
2024-08-02,Payment,Engen,30000.0,0.0,-2502556.84
2024-08-02,Receipt,Falcon Movers,0.0,6512.64,-2496044.1999999997
